Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
122;44, RUE D'HAUTEVILLE;75010;Paris;2002;LOG.FR.;13;0;13;0;0;acquisition réhabilitation;;10;logement familial;652363.3158;6863938.64;"{""type"": ""Point"", ""coordinates"": [2.350546027323245, 48.87370898004402]}";48.87370898, 2.35054602732
134;18, RUE FAGON;75013;Paris;2002;LOG.FR.;50;10;40;0;0;acquisition conventionnement;;13;logement familial;652793.1479;6859383.117;"{""type"": ""Point"", ""coordinates"": [2.356911683532872, 48.83277309630919]}";48.8327730963, 2.35691168353
158;ZAC MOSKOWA LOT F -  30 RUE BONNET;75018;Paris;2002;SAGI;6;0;0;0;6;construction neuve;;18;logement familial;651176.5597;6866582.917;"{""type"": ""Point"", ""coordinates"": [2.33406313491792, 48.897399175425456]}";48.8973991754, 2.33406313492
163;5, RUE ERCKMANN CHATRIAN (HS);75018;Paris;2002;PARIS HAB;5;0;5;0;0;construction neuve;;18;logement familial;652474.0134;6865334.33;"{""type"": ""Point"", ""coordinates"": [2.35189897968315, 48.88626820206053]}";48.8862682021, 2.35189897968
179;39, RUE DE LA ROCHEFOUCAULD;75009;Paris;2002;HENEO;18;18;0;0;0;acquisition réhabilitation;;9;résidence sociale pour démuni;651222.4914;6864619.259;"{""type"": ""Point"", ""coordinates"": [2.334915187973961, 48.87974420849498]}";48.8797442085, 2.33491518797
332;61-63, RUE D'AVRON;75020;Paris;2004;LOGIREP;105;0;55;0;50;construction neuve;;20;logement familial;656198.8667;6861522.85;"{""type"": ""Point"", ""coordinates"": [2.403084840490488, 48.85225630330387]}";48.8522563033, 2.40308484049
361;43 RUE BERZELIUS;75017;Paris;2004;SIEMP;11;0;0;0;11;acquisition réhabilitation;;17;logement familial;650106.9946;6866238.14;"{""type"": ""Point"", ""coordinates"": [2.3195158326958483, 48.894216743395525]}";48.8942167434, 2.3195158327
389;12 RUE MESNIL;75016;Paris;2004;PARIS HAB;23;4;15;0;4;acquisition conventionnement;;16;logement familial;647489.9006;6863364.294;"{""type"": ""Point"", ""coordinates"": [2.284178853270647, 48.86816514155964]}";48.8681651416, 2.28417885327
402;IMPASSE CESSELIN 12 RUE PAUL BERT;75011;Paris;2004;PARIS HAB;43;8;16;0;19;construction neuve;;11;logement familial;654851.3712;6861478.86;"{""type"": ""Point"", ""coordinates"": [2.384726780777481, 48.851767685779926]}";48.8517676858, 2.38472678078
413;ZAC PRG LOT M3E1 13-25 RUE FRANCOISE DOLTO;75013;Paris;2004;PARIS HAB;76;0;76;0;0;construction neuve;;13;logement familial;654700.2925;6858990.851;"{""type"": ""Point"", ""coordinates"": [2.382932963811072, 48.8293822578741]}";48.8293822579, 2.38293296381
414;ZAC PRG LOT M3H1 27-33, RUE FRANCOISE DOLTO 9-13 RUE M.A. LAGROUA WEILL-HALLE;75013;Paris;2004;SIEMP;47;0;47;0;0;construction neuve;;13;logement familial;654502.8972;6858869.263;"{""type"": ""Point"", ""coordinates"": [2.380257178520428, 48.82827489484416]}";48.8282748948, 2.38025717852
432;118 RUE DU FAUBOURG SAINT MARTIN;75010;Paris;2004;RIVP;17;17;0;0;0;acquisition réhabilitation;;10;maison relais;652954.9877;6863973.577;"{""type"": ""Point"", ""coordinates"": [2.358608350794187, 48.874066652209216]}";48.8740666522, 2.35860835079
440;50 BIS, RUE DE MALTE;75011;Paris;2004;LOG.FR.;6;3;3;0;0;acquisition réhabilitation;;11;logement familial;653536.8941;6863211.298;"{""type"": ""Point"", ""coordinates"": [2.366624831623974, 48.8672538695069]}";48.8672538695, 2.36662483162
482;29 RUE DE LA LUNE;75002;Paris;2005;FREHA;2;2;0;0;0;acquisition réhabilitation;;2;logement familial;652270.9306;6863503.528;"{""type"": ""Point"", ""coordinates"": [2.349335432514331, 48.869789273283196]}";48.8697892733, 2.34933543251
488;7 VILLA DE L'ASTROLABE;75015;Paris;2005;FREHA;6;6;0;0;0;acquisition réhabilitation;;15;logement familial;650044.5219;6860652.035;"{""type"": ""Point"", ""coordinates"": [2.319320565712909, 48.843977325446176]}";48.8439773254, 2.31932056571
490;9 CITE DU RENDEZ VOUS  10 CITE DEBERGUE;75012;Paris;2005;FREHA;5;5;0;0;0;acquisition réhabilitation;;12;logement familial;656270.4521;6860764.419;"{""type"": ""Point"", ""coordinates"": [2.404138352078846, 48.84544058414003]}";48.8454405841, 2.40413835208
491;4-6 VILLA DE L'ASTROLABE;75015;Paris;2005;FREHA;3;3;0;0;0;acquisition réhabilitation;;15;logement familial;650024.4975;6860677.693;"{""type"": ""Point"", ""coordinates"": [2.319044717463349, 48.844206514534164]}";48.8442065145, 2.31904471746
502;16, RUE EUGENE MILLION;75015;Paris;2005;PIER.LUM;17;1;8;0;8;construction neuve;;15;logement familial;648087.6236;6859985.855;"{""type"": ""Point"", ""coordinates"": [2.292739115231677, 48.837831707197935]}";48.8378317072, 2.29273911523
504;142, RUE PELLEPORT;75020;Paris;2005;SIEMP;7;0;7;0;0;acquisition réhabilitation;;20;logement familial;655893.5021;6863666.579;"{""type"": ""Point"", ""coordinates"": [2.398701075238557, 48.87151382362932]}";48.8715138236, 2.39870107524
507;4, RUE DU CANADA;75018;Paris;2005;SIEMP;6;0;0;0;6;acquisition réhabilitation;;18;logement familial;653262.8563;6865760.837;"{""type"": ""Point"", ""coordinates"": [2.36260883126012, 48.89016137576944]}";48.8901613758, 2.36260883126
515;25, RUE CUSTINE 65 RUE LABAT;75018;Paris;2005;PARIS HAB;25;6;13;0;6;acquisition réhabilitation;;18;logement familial;652067.2316;6865613.674;"{""type"": ""Point"", ""coordinates"": [2.346320507124633, 48.888750091301056]}";48.8887500913, 2.34632050712
517;144, RUE DES POISSONNIERS;75018;Paris;2005;SAGI;71;71;0;0;0;construction neuve;;18;foyer pour jeunes travailleurs ou résidence pour jeunes;652557.2311;6866529.67;"{""type"": ""Point"", ""coordinates"": [2.352900168853743, 48.897023579220246]}";48.8970235792, 2.35290016885
521;1-19 RUE VILLIOT, 30-40 QUAI DE LA RAPEE LOT 4;75012;Paris;2005;PARIS HAB;32;0;32;0;0;construction neuve;;12;logement familial;654046.1559;6860286.89;"{""type"": ""Point"", ""coordinates"": [2.373882781569945, 48.840991360606104]}";48.8409913606, 2.37388278157
526;14-16 RUE HELENE;75017;Paris;2005;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;17;logement familial;650475.7452;6865352.742;"{""type"": ""Point"", ""coordinates"": [2.324648207491231, 48.886283180138676]}";48.8862831801, 2.32464820749
532;26 RUE D'ORAN;75018;Paris;2005;SIEMP;3;0;3;0;0;acquisition réhabilitation;;18;logement familial;652522.1075;6865645.422;"{""type"": ""Point"", ""coordinates"": [2.352520013180005, 48.88906929275354]}";48.8890692928, 2.35252001318
533;52-58, RUE MYRHA;75018;Paris;2005;PARIS HAB;21;0;21;0;0;construction neuve;;18;logement familial;652493.3638;6865412.127;"{""type"": ""Point"", ""coordinates"": [2.352154140887715, 48.88696923216046]}";48.8869692322, 2.35215414089
540;4 A 10 RUE EMILE DUPLOYE LOT 3;75018;Paris;2005;PARIS HAB;18;0;18;0;0;construction neuve;;18;logement familial;652750.3597;6865657.255;"{""type"": ""Point"", ""coordinates"": [2.355631348285785, 48.88919249356041]}";48.8891924936, 2.35563134829
546;ZAC PRG LOT M3E2  13-25, RUE FRANCOISE DOLTO -  7-11, RUE ELSA MORANTE;75013;Paris;2005;PARIS HAB;64;0;0;0;64;construction neuve;;13;logement familial;654598.295;6858927.142;"{""type"": ""Point"", ""coordinates"": [2.381550420109495, 48.82880213650083]}";48.8288021365, 2.38155042011
555;346 RUE LECOURBE;75015;Paris;2005;BATIGERE;5;5;0;0;0;acquisition réhabilitation;;15;logement familial;647430.0114;6859901.181;"{""type"": ""Point"", ""coordinates"": [2.283790673696304, 48.83701692709516]}";48.8370169271, 2.2837906737
564;75-83, RUE DE LA CHAPELLE , 1 ET 2 IMPASSE DU GUE;75018;Paris;2005;PARIS HAB;44;14;0;0;30;construction neuve;;18;logement familial;652984.5318;6866506.528;"{""type"": ""Point"", ""coordinates"": [2.358730680394685, 48.89684682144708]}";48.8968468214, 2.35873068039
574;11, RUE CADET;75009;Paris;2005;RIVP;17;0;17;0;0;acquisition réhabilitation;;9;logement familial;651817.9163;6864107.284;"{""type"": ""Point"", ""coordinates"": [2.343091545862435, 48.875184982071104]}";48.8751849821, 2.34309154586
587;56-58, RUE LEON FROT 3, RUE CARRIERE MAINGUET;75011;Paris;2005;SEMIDEP;15;0;15;0;0;acquisition réhabilitation;"opération abandonnée; réagréée";11;logement familial;654945.9500000001;6861988.537;"{""type"": ""Point"", ""coordinates"": [2.385961611610782, 48.85635781006743]}";48.8563578101, 2.38596161161
587;56-58, RUE LEON FROT 3, RUE CARRIERE MAINGUET;75011;Paris;2010;SEMIDEP;5;6;-1;0;0;construction neuve;régularisation sur agrément antérieur;11;logement familial;654945.9500000001;6861988.537;"{""type"": ""Point"", ""coordinates"": [2.385961611610782, 48.85635781006743]}";48.8563578101, 2.38596161161
590;HOPITAL HEROLD (APHP) 7, PLACE RHIN ET DANUBE 123 BIS BD SERURIER;75019;Paris;2005;RIVP;80;10;20;0;50;construction neuve;;19;logement familial;655520.0339;6864856.114;"{""type"": ""Point"", ""coordinates"": [2.393485265056902, 48.88218536535123]}";48.8821853654, 2.39348526506
598;8, RUE FROMENTIN;75009;Paris;2005;SEMIDEP;43;9;22;0;12;acquisition réhabilitation;;9;logement familial;651208.1481;6864922.73;"{""type"": ""Point"", ""coordinates"": [2.33468476179975, 48.882472142668]}";48.8824721427, 2.3346847618
2312;6, RUE CHAMBIGES;75008;Paris;2013;PARIS HAB;1;0;1;0;0;construction neuve;;8;logement familial;648921.3338;6863201.395;"{""type"": ""Point"", ""coordinates"": [2.303710800707479, 48.866815334607914]}";48.8668153346, 2.30371080071
2313;6, RUE DE LA BOETIE;75008;Paris;2013;PARIS HAB;1;0;1;0;0;construction neuve;;8;logement familial;650007.4613;6864040.99;"{""type"": ""Point"", ""coordinates"": [2.3184170360673972, 48.874450825155215]}";48.8744508252, 2.31841703607
2317;197, RUE DU FAUBOURG SAINT MARTIN;75010;Paris;2013;PARIS HAB;30;7;23;0;0;acquisition réhabilitation;;10;logement familial;653309.4512;6864611.466;"{""type"": ""Point"", ""coordinates"": [2.363370629834761, 48.87982882448002]}";48.8798288245, 2.36337062983
2327;75, RUE DE REUILLY;75012;Paris;2013;PARIS HAB;106;0;106;0;0;construction neuve;;12;établissement d'hébergement pour personnes âgées dépendantes;655182.5264;6860738.651;"{""type"": ""Point"", ""coordinates"": [2.389317505480991, 48.84513410232256]}";48.8451341023, 2.38931750548
2337;88, AVENUE DENFERT ROCHEREAU;75014;Paris;2013;PARIS HAB;75;0;0;0;75;construction neuve;;14;foyer pour personnes handicapées;651124.4725;6859802.5;"{""type"": ""Point"", ""coordinates"": [2.334132577199294, 48.83642025625431]}";48.8364202563, 2.3341325772
2338;115, RUE BRANCION - 1, RUE CHAUVELOT;75015;Paris;2013;PARIS HAB;12;0;12;0;0;construction neuve;;15;logement familial;648748.1092;6859077.555;"{""type"": ""Point"", ""coordinates"": [2.301846593802817, 48.8297161925905]}";48.8297161926, 2.3018465938
2341;202, RUE DE LA CONVENTION;75015;Paris;2013;PARIS HAB;13;5;5;0;3;acquisition conventionnement;;15;logement familial;648384.5297;6859890.566;"{""type"": ""Point"", ""coordinates"": [2.296795548736345, 48.836998620465046]}";48.8369986205, 2.29679554874
2346;71 RUE DE CASTAGNARY;75015;Paris;2013;PARIS HAB;103;103;0;0;0;construction neuve;;15;foyer pour jeunes travailleurs ou résidence pour jeunes;649158.476;6859314.509;"{""type"": ""Point"", ""coordinates"": [2.307408013003993, 48.83187963647047]}";48.8318796365, 2.307408013
2357;GROUPE COURCELLES 5, SQUARE DU THIMERAIS;75017;Paris;2013;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;17;logement familial;648447.0493;6865520.665;"{""type"": ""Point"", ""coordinates"": [2.2969643559218, 48.88763401414271]}";48.8876340141, 2.29696435592
2360;22-24, RUE CAVE;75018;Paris;2013;PARIS HAB;35;0;35;0;0;construction neuve;;18;résidence pour étudiants;652661.2086;6865391.921;"{""type"": ""Point"", ""coordinates"": [2.354445183384042, 48.88679988843993]}";48.8867998884, 2.35444518338
2364;5, RUE FRANCOIS PINTON;75019;Paris;2013;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;19;logement familial;655279.4016;6864842.285;"{""type"": ""Point"", ""coordinates"": [2.390205665507112, 48.88204433820272]}";48.8820443382, 2.39020566551
2368;GROUPE GRANDS CHAMPS 3, RUE DES GRANDS CHAMPS;75020;Paris;2013;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;20;logement familial;655936.5335;6861335.08;"{""type"": ""Point"", ""coordinates"": [2.39952939990143, 48.85054980160434]}";48.8505498016, 2.3995293999
2369;PORTE DE MONTREUIL;75020;Paris;2013;PARIS HAB;21;0;21;0;0;acquisition réhabilitation;;20;logement familial;656782.7878;6861687.231;"{""type"": ""Point"", ""coordinates"": [2.411025422135474, 48.85377401208546]}";48.8537740121, 2.41102542214
2372;55, RUE MESLAY;75003;Paris;2013;RIVP;2;0;2;0;0;construction neuve;;3;logement familial;652853.333;6863322.014;"{""type"": ""Point"", ""coordinates"": [2.357294796641738, 48.86819984729598]}";48.8681998473, 2.35729479664
2375;18, RUE DE LA HUCHETTE;75005;Paris;2013;RIVP;10;0;10;0;0;construction neuve;;5;logement familial;651981.6233;6861643.855;"{""type"": ""Point"", ""coordinates"": [2.34560174095559, 48.85304398852214]}";48.8530439885, 2.34560174096
2387;BRUNESEAU NORD LOT B1 A2;75013;Paris;2013;RIVP;92;0;92;0;0;construction neuve;;13;résidence pour étudiants;655045.5121;6858513.236;"{""type"": ""Point"", ""coordinates"": [2.387685763276234, 48.82511115222044]}";48.8251111522, 2.38768576328
2397;7, RUE POUCHET;75017;Paris;2013;RIVP;19;5;8;0;6;acquisition réhabilitation;;17;logement familial;650051.8939;6866001.328;"{""type"": ""Point"", ""coordinates"": [2.318792221879414, 48.892082920813685]}";48.8920829208, 2.31879222188
2398;9, CITE LEMERCIER;75017;Paris;2013;RIVP;14;2;8;0;4;acquisition réhabilitation;;17;logement familial;650454.4744;6865425.947;"{""type"": ""Point"", ""coordinates"": [2.324349614557937, 48.88693984963902]}";48.8869398496, 2.32434961456
2403;64-66, RUE DE MEAUX;75019;Paris;2013;RIVP;221;0;30;0;191;acquisition conventionnement;;19;logement familial;654151.285;6864876.91;"{""type"": ""Point"", ""coordinates"": [2.374819961651237, 48.882276376962416]}";48.882276377, 2.37481996165
2408;49-49 BIS, RUE DE L'ERMITAGE;75020;Paris;2013;RIVP;22;0;0;0;22;acquisition conventionnement;;20;logement familial;655393.9895;6863654.119;"{""type"": ""Point"", ""coordinates"": [2.391892852039255, 48.871367371917785]}";48.8713673719, 2.39189285204
2419;118 BIS, AVENUE DE CLICHY 31, RUE BOULAY;75017;Paris;2013;SABLIERE;111;23;55;0;33;construction neuve;;17;logement familial;649974.8277;6866250.654;"{""type"": ""Point"", ""coordinates"": [2.31771184053235, 48.89431902010267]}";48.8943190201, 2.31771184053
2426;7, RUE ALBERT CAMUS;75010;Paris;2013;SIEMP;95;0;63;0;32;acquisition conventionnement;;10;logement familial;653727.0956;6864402.653;"{""type"": ""Point"", ""coordinates"": [2.36908774977115, 48.877981169167235]}";48.8779811692, 2.36908774977
2427;11-15, RUE NEUVE DES BOULETS;75011;Paris;2013;SIEMP;78;0;78;0;0;acquisition conventionnement;;11;logement familial;655164.4667;6861728.478;"{""type"": ""Point"", ""coordinates"": [2.388967067125813, 48.854034356786805]}";48.8540343568, 2.38896706713
2431;ZAC CARDINET CHALABRE LOT E3 165-169, AVENUE DE CLICHY;75017;Paris;2013;SIEMP;48;12;24;0;12;construction neuve;;17;logement familial;649916.8002;6866026.161;"{""type"": ""Point"", ""coordinates"": [2.31694693421395, 48.89229573876749]}";48.8922957388, 2.31694693421
2436;19-23, RUE MATHIS 30-34, RUE ARCHEREAU;75019;Paris;2013;SIEMP;198;0;0;0;198;acquisition conventionnement;;19;logement familial;654140.6846;6865827.083;"{""type"": ""Point"", ""coordinates"": [2.374572804699632, 48.890820226845356]}";48.8908202268, 2.3745728047
2441;21 TER, RUE HAXO;75020;Paris;2013;SIEMP;12;0;0;0;12;construction neuve;;20;logement familial;656341.9166;6863539.328;"{""type"": ""Point"", ""coordinates"": [2.404827102599795, 48.870400028229405]}";48.8704000282, 2.4048271026
2442;25-35, RUE DES CASCADES 26-30, RUE DE LA MARE;75020;Paris;2013;SIEMP;120;0;0;0;120;acquisition conventionnement;;20;logement familial;655306.2182;6863515.0600000005;"{""type"": ""Point"", ""coordinates"": [2.39071095415804, 48.87011075369209]}";48.8701107537, 2.39071095416
2444;148-150, AVENUE DE VERSAILLES;75016;Paris;2013;SIFER;5;0;0;0;5;construction neuve;;16;logement familial;646121.0092;6860397.722;"{""type"": ""Point"", ""coordinates"": [2.265895057204867, 48.84137419527541]}";48.8413741953, 2.2658950572
2472;12-18 BD DU FORT DE VAUX;75017;Paris;2014;ADOMA;69;69;0;0;0;construction neuve;;17;foyer pour jeunes travailleurs ou résidence pour jeunes;648840.9813;6866134.843;"{""type"": ""Point"", ""coordinates"": [2.302262179537181, 48.89318848084563]}";48.8931884808, 2.30226217954
2473;192, BD DE LA VILLETTE;75019;Paris;2014;ADOMA;3;3;0;0;0;acquisition réhabilitation;;19;foyer pour jeunes travailleurs ou résidence pour jeunes;653835.6271;6864848.751;"{""type"": ""Point"", ""coordinates"": [2.370518982925415, 48.882000598647444]}";48.8820005986, 2.37051898293
2476;23, RUE DU RETRAIT;75020;Paris;2014;ANTIN;2;2;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;20;foyer de travailleurs migrants;655561.1441;6863346.516;"{""type"": ""Point"", ""coordinates"": [2.394203728151998, 48.86861270365312]}";48.8686127037, 2.39420372815
2481;109, RUE DE LA TOMBE ISSOIRE;75014;Paris;2014;DOMNIS;12;0;0;0;12;construction neuve;;14;logement familial;650935.5511;6858609.228;"{""type"": ""Point"", ""coordinates"": [2.331696471407412, 48.82567469524723]}";48.8256746952, 2.33169647141
2483;15, RUE DE RICHELIEU;75001;Paris;2014;ELOGIE;11;5;6;0;0;construction neuve;;1;logement familial;651287.925;6862894.784;"{""type"": ""Point"", ""coordinates"": [2.336005056561941, 48.8642413614527]}";48.8642413615, 2.33600505656
2487;22, RUE DE NEVERS;75006;Paris;2014;ELOGIE;16;0;16;0;0;acquisition conventionnement;;6;logement familial;651473.3452;6861909.1;"{""type"": ""Point"", ""coordinates"": [2.338644933682693, 48.8553912311743]}";48.8553912312, 2.33864493368
2491;1, PLACE DU PÈRE CHAILLET;75011;Paris;2014;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;11;logement familial;654438.1286;6862038.563;"{""type"": ""Point"", ""coordinates"": [2.379035472633138, 48.85677197659566]}";48.8567719766, 2.37903547263
2502;SQUARE SAINT LAMBERT;75015;Paris;2014;ELOGIE;258;13;116;0;129;acquisition conventionnement;;15;logement familial;647915.7127;6860080.943;"{""type"": ""Point"", ""coordinates"": [2.290385463018651, 48.83867296236099]}";48.8386729624, 2.29038546302
2503;12, RUE DU SERGENT MAGINOT;75016;Paris;2014;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645337.5016;6860369.47;"{""type"": ""Point"", ""coordinates"": [2.255223971658438, 48.84105414254535]}";48.8410541425, 2.25522397166
2508;10, RUE DUVERGIER;75019;Paris;2014;ELOGIE;3;0;3;0;0;construction neuve;;19;logement familial;654323.7381;6865664.471;"{""type"": ""Point"", ""coordinates"": [2.377086670400835, 48.889370925598534]}";48.8893709256, 2.3770866704
2516;16, RUE DU ROI D'ALGER;75018;Paris;2014;FREHA;19;19;0;0;0;construction neuve;;18;logement familial;652187.8218;6866317.43;"{""type"": ""Point"", ""coordinates"": [2.347885713151702, 48.89508766389064]}";48.8950876639, 2.34788571315
2522;86, RUE OLIVIER DE SERRES;75015;Paris;2014;HAUTS DE SEINE HAB;12;0;0;0;12;acquisition conventionnement;;15;logement familial;648150.1548;6859395.019;"{""type"": ""Point"", ""coordinates"": [2.293663006642413, 48.83252334001345]}";48.83252334, 2.29366300664
